top_n,algorithm,dataset,scene,synonyms,depictions,vis_sim,clutter,incorrect,missing
top_10,openmask3d,hm3d,00824,0.43824766913174895,0.005226219987863236,0.01868310213558968,0.12009914771055218,0.10282887486971547,0.3149149861651504
top_10,openmask3d,hm3d,00829,0.47508599527213075,2.731270313822959e-05,0.01246247676187402,0.12869607870019587,0.14681302851730157,0.2369151080448635
top_10,openmask3d,hm3d,00843,0.3327735991779426,0.0,0.04151495138657286,0.16383578417835196,0.15348778109393368,0.3083878841636686
top_10,openmask3d,hm3d,00847,0.44112958864525625,0.0,0.023778833040646142,0.10217133240839985,0.18551862818487874,0.24740161772124797
top_10,openmask3d,hm3d,00873,0.4782522021348677,0.01071745483606893,0.035904226242348285,0.11702113597234327,0.0728976566579509,0.28520732415800826
top_10,openmask3d,hm3d,00877,0.40941876521705517,0.0,0.015410613280109103,0.1044506826708901,0.13572654149817312,0.33499339733386485
top_10,openmask3d,hm3d,00890,0.3719364426195895,0.0005195199493211935,0.020158228919976068,0.17403088341836093,0.13077036742294496,0.30258455767000575
top_10,openmask3d,replica,office0,0.38608387194550503,0.02386579733767965,0.048277535177095966,0.3091149668168931,0.001654204892596037,0.23100362383027154
top_10,openmask3d,replica,office1,0.5138309585691763,0.0,0.15215746789538104,0.136413919775407,0.10121578334193891,0.09638187041804494
top_10,openmask3d,replica,office2,0.3862222549203392,0.0,0.12614323887143933,0.2930458935060426,0.15522097296132192,0.03936763974099439
top_10,openmask3d,replica,office3,0.49952469553662576,0.0,0.04690986003097394,0.3104883327855251,0.09291318231841939,0.05016392932857278
top_10,openmask3d,replica,office4,0.6161441014325514,0.0,0.02440396181401592,0.2633127742835926,0.07544796022639368,0.020691202243843132
top_10,openmask3d,replica,room0,0.5160384782064149,0.0,0.033047537430124896,0.3403340181184767,0.0025569448205470064,0.10802302142457151
top_10,openmask3d,replica,room1,0.6051711674628125,0.020936454849498392,0.13022005287333338,0.10065395255986356,0.0005836008170411438,0.14243477143738598
top_10,openmask3d,replica,room2,0.5396337282712095,0.0,0.002570240889679174,0.33621911275368466,0.03778544927881278,0.08379146880648485
top_10,openmask3d,scannetpp,0a76e06478,0.4248482215330998,0.01046982690587669,0.05623435128164686,0.1591017169395947,0.14497610215042664,0.20436978118818971
top_10,openmask3d,scannetpp,0a7cc12c0e,0.26218397053385795,0.0,0.049824289991109154,0.3751802024301579,0.16242389811464794,0.15038763893049595
top_10,openmask3d,scannetpp,1f7cbbdde1,0.25496879289935154,0.015474531517704317,0.05207999044039913,0.40960219709500695,0.1335598121682109,0.13431467587914678
top_10,openmask3d,scannetpp,49a82360aa,0.3385430756572321,0.0,0.02131815653357461,0.5554389518602952,0.024688385718169843,0.06001143022998296
top_10,openmask3d,scannetpp,4c5c60fa76,0.23245137801808116,0.0,0.037878498951726666,0.25617876940322476,0.3246342820449679,0.1488570715819359
top_10,openmask3d,scannetpp,8a35ef3cfe,0.46907783714926227,0.0006204218868830816,0.0042658775286972565,0.03688421111027158,0.3526582637714826,0.1364933885547624
top_10,openmask3d,scannetpp,c0f5742640,0.27991247086817017,0.01806831158359944,0.06641965610945566,0.4083330746236561,0.07668699296546679,0.15057949384980104
top_10,openmask3d,scannetpp,fd361ab85f,0.5572902290682156,0.0,0.0017621994979843656,0.23708652156320117,0.1405664504298854,0.06329459944081844
top_10,openmask3d_duplicated,hm3d,00824,0.43826912574660937,0.0051281863799068645,0.0185484822594473,0.11914646950801913,0.10370990585555827,0.31519783025108195
top_10,openmask3d_duplicated,hm3d,00829,0.47712572741432907,2.731270313822959e-05,0.008419085090491068,0.12678274548983645,0.1506387777127223,0.2370063515889796
top_10,openmask3d_duplicated,hm3d,00843,0.3359377650963799,0.0,0.04098198024937612,0.1546515503252348,0.1601919001513415,0.30823680417809396
top_10,openmask3d_duplicated,hm3d,00847,0.4430204058063413,0.0,0.021618407808332754,0.10219241474285483,0.1856383615838218,0.24753041005900833
top_10,openmask3d_duplicated,hm3d,00873,0.4737425697182931,0.010772825821672473,0.035070570547726665,0.11896912530480519,0.07607326439330023,0.28537164421586697
top_10,openmask3d_duplicated,hm3d,00877,0.41392479506398155,0.0,0.01881973454100525,0.10712664470325718,0.1250683921778662,0.3350604335138787
top_10,openmask3d_duplicated,hm3d,00890,0.367376703135102,0.0004846255669826798,0.01852190657904422,0.17090037546303788,0.13999840729026775,0.30271798196579736
top_10,openmask3d_duplicated,replica,office0,0.38792052897507423,0.022751969573485208,0.07196956198289906,0.2793000716091247,0.007035468172776358,0.2310223996866853
top_10,openmask3d_duplicated,replica,office1,0.5058035872757433,0.01817702845100095,0.1657897484751264,0.13699361525925127,0.07683637950390278,0.0963996410349223
top_10,openmask3d_duplicated,replica,office2,0.42852245483016776,0.0,0.11111315778701171,0.2633234406238382,0.1573359974548851,0.03970494930424201
top_10,openmask3d_duplicated,replica,office3,0.4914432798101082,0.0,0.04768472908892143,0.3199575689969888,0.09098649129761174,0.04992793080648568
top_10,openmask3d_duplicated,replica,office4,0.5956606539410114,0.0,0.04828252443092952,0.24534376118218468,0.09000118670940092,0.02071187373684158
top_10,openmask3d_duplicated,replica,room0,0.5274223813399288,0.0,0.042032814401238246,0.3153951272004466,0.006997547232695212,0.10815212982582108
top_10,openmask3d_duplicated,replica,room1,0.6242472412429231,0.02147157190635458,0.10706058016723052,0.09102860060846761,0.013654537392654166,0.14253746868230185
top_10,openmask3d_duplicated,replica,room2,0.5456838700503056,0.0,0.006301990700023584,0.30239648527628543,0.06178955617729552,0.08382809779597025
top_10,openmask3d_duplicated,scannetpp,0a76e06478,0.40440866557898564,0.01047778359320717,0.06301042294941249,0.18144959873084746,0.1362432912201958,0.20441023792619528
top_10,openmask3d_duplicated,scannetpp,0a7cc12c0e,0.25648272821794377,0.0,0.0416614246889004,0.3833885847138132,0.16752002316509834,0.15094723921453218
top_10,openmask3d_duplicated,scannetpp,1f7cbbdde1,0.26494131012930466,0.01758261584107733,0.04254471184143927,0.4167972840569458,0.1237647717125942,0.13436930641845637
top_10,openmask3d_duplicated,scannetpp,49a82360aa,0.3321738027843494,0.0,0.022910055146323383,0.5443188221907094,0.040556371309342275,0.060040948568567634
top_10,openmask3d_duplicated,scannetpp,4c5c60fa76,0.23825135136796513,0.0017200994509730453,0.037843649316921094,0.2495038051397816,0.32333735358078725,0.14934374114335225
top_10,openmask3d_duplicated,scannetpp,8a35ef3cfe,0.4511181240330217,0.004219562394160731,0.005888758149135943,0.043575289218962296,0.3584869869316832,0.13671127927492358
top_10,openmask3d_duplicated,scannetpp,c0f5742640,0.2888151109527668,0.017496443465802532,0.055071961267780294,0.3745888469098454,0.11331349425110028,0.15071414315286713
top_10,openmask3d_duplicated,scannetpp,fd361ab85f,0.5624308275338074,0.0,0.01192589467690715,0.22859616649357156,0.1337504019954591,0.06329670930038858
top_10,openscene,replica,office0,0.05575658390124891,0.006023994877498146,0.0403757976553951,0.41233417549638285,0.4329356723306913,0.05257377573886014
top_10,openscene,replica,office1,0.06568943149175852,0.0,0.06214825751203897,0.5607033607677134,0.2645974073055653,0.04686154292282874
top_10,openscene,replica,office2,0.03739451513543248,0.0,0.06361074392862433,0.2406491610294737,0.5695346379926657,0.0888109419138393
top_10,openscene,replica,office3,0.014814814814814805,0.0,0.06679858628353043,0.13742816352949175,0.6580051936914105,0.12295324168083004
top_10,openscene,replica,office4,0.0,0.0,0.05339189363156068,0.6089779407690648,0.266228490503152,0.07140167509652551
top_10,openscene,replica,room0,0.0900833152047818,0.0,0.007253373662168558,0.07395906928107496,0.7556776573002513,0.07302658455184606
top_10,openscene,replica,room1,0.06669978702554684,0.0,0.0728284015979441,0.5207830238193385,0.299265715845709,0.040423071711477375
top_10,openscene,replica,room2,0.08299022677856545,0.0,0.09306743857002961,0.29578411586827125,0.4546272405460278,0.07353097823709313
top_5,bare,hm3d,00824,0.20460667479561795,0.005263157894736836,0.013264204817547042,0.14549439201255876,0.39319659806412816,0.23817497241558527
top_5,bare,hm3d,00829,0.20307150749403946,0.01546919051985267,0.012347969686135671,0.1477009951053834,0.39163818717852056,0.2297721500162156
top_5,bare,hm3d,00843,0.19428535390972185,0.0,0.016466860287996033,0.10269421234013429,0.4205841423061392,0.26596943115656285
top_5,bare,hm3d,00847,0.22714579989582487,0.0,0.012868815074360305,0.10993990961922656,0.42378444661275194,0.22626102879743917
top_5,bare,hm3d,00873,0.16646918591277698,0.004948122272099834,0.012357330844601519,0.1791183419800131,0.40122568619509796,0.23588133279527682
top_5,bare,hm3d,00877,0.16892198957440924,0.005085705894254596,0.018528778544573243,0.20274506556136102,0.4007526819141935,0.20396577851131054
top_5,bare,hm3d,00890,0.18972567592472844,0.002694944160225313,0.012084121729366218,0.14961368853734813,0.44548288715882856,0.20039868248961104
top_5,bare,replica,office0,0.2937309973559393,0.00040749796251018754,0.049641770841309905,0.23355714043461756,0.3212880680178214,0.10137452538783648
top_5,bare,replica,office1,0.2812424317212121,0.0,0.14655624305761752,0.16884643033586677,0.3169707268321916,0.08638416805308739
top_5,bare,replica,office2,0.1629341814620805,0.0,0.03802080544119324,0.16181118530165173,0.5406814315854717,0.09655239620964393
top_5,bare,replica,office3,0.26469102721424587,0.0006410256410256409,0.051210109172656254,0.33581593450361125,0.21414250442863703,0.13349939903987357
top_5,bare,replica,office4,0.17870607577847156,0.0,0.05548209079979762,0.3393643572195807,0.25684528500582154,0.16960219119629624
top_5,bare,replica,room0,0.3377177158887967,0.00017471410419313854,0.021824235370175082,0.31870261638025943,0.20337049419345932,0.11821022406325692
top_5,bare,replica,room1,0.22871329475212726,0.002530286221390662,0.08171228414874789,0.3325187779214351,0.26711765895028405,0.08740769800611999
top_5,bare,replica,room2,0.36826595998788153,0.0,0.03256025200693881,0.18287482110275455,0.2888708516152088,0.12742811528720072
top_5,bare,scannetpp,0a76e06478,0.1005403943973283,0.0021070167653872715,0.04059093490463971,0.12761390725933805,0.3548296056419014,0.37431814103092703
top_5,bare,scannetpp,0a7cc12c0e,0.10487412939403322,0.003414311179017059,0.04649891781777177,0.17483761795232894,0.3584125282069473,0.31196249544954724
top_5,bare,scannetpp,1f7cbbdde1,0.13414390766264833,0.004072703024045341,0.03304121794651428,0.1881309054237326,0.40583749112840556,0.2347737748146148
top_5,bare,scannetpp,49a82360aa,0.07984251782818702,0.0,0.05545376139898435,0.22066652708971957,0.2542959203390408,0.38974127334354197
top_5,bare,scannetpp,4c5c60fa76,0.0943853090187893,0.005518377835214067,0.016270114096367867,0.07840851975557692,0.44004070233726333,0.3653769769574615
top_5,bare,scannetpp,8a35ef3cfe,0.14896838322855896,0.0,0.030224628210672025,0.03505103682199677,0.28772480833401753,0.49803114340538895
top_5,bare,scannetpp,c0f5742640,0.08170587100953175,0.001733355406023892,0.00972949991422553,0.24185178338520202,0.20957395370237242,0.45540553658324967
top_5,bare,scannetpp,fd361ab85f,0.1820559178406657,0.0,0.005268949338836334,0.25704632723636656,0.18774881108639058,0.36787999449740444
top_5,concept-fusion,hm3d,00824,0.24126040593953552,0.012247290493717266,0.019143733213183186,0.08863106762726572,0.5944289356751082,0.04428856705110282
top_5,concept-fusion,hm3d,00829,0.20707329748874612,0.0151058847043867,0.035904440964001076,0.07495132562849481,0.612077022398197,0.0548880288157629
top_5,concept-fusion,hm3d,00843,0.1762973154764704,0.01192951248759015,0.01785737276682852,0.07262478051019473,0.6763593153542553,0.04493170340334827
top_5,concept-fusion,hm3d,00847,0.24678346570793927,0.004164209932728143,0.02169421450534611,0.10037296033434658,0.43678858972134565,0.19019655979849429
top_5,concept-fusion,hm3d,00873,0.2513624144749825,0.022431860273231505,0.019146568645002308,0.09736280556830341,0.5586804543290091,0.05101589670953104
top_5,concept-fusion,hm3d,00877,0.23387901427640118,0.017954077541714526,0.01660749164480711,0.08713562542417792,0.5511612426615399,0.09326254845095563
top_5,concept-fusion,hm3d,00890,0.22926168659802826,0.004054236427699787,0.03859498082725204,0.08169109537082342,0.5657094160008299,0.08068858477530211
top_5,concept-fusion,replica,office0,0.2801624199026585,0.021518503482468546,0.03679558584395518,0.21312196010509016,0.4473206955143652,0.0010808351515085217
top_5,concept-fusion,replica,office1,0.30399676358306177,0.01746536683212825,0.19761036256761882,0.10558633937696169,0.3706349863261279,0.004706181314048114
top_5,concept-fusion,replica,office2,0.2669166149217254,0.005539047451366983,0.06759839983444951,0.15151847141658634,0.505712285564221,0.0027151808117183503
top_5,concept-fusion,replica,office3,0.24486697056640308,0.003073810247723289,0.06417673554666682,0.15894171231932525,0.5255657013030299,0.0033750700169156993
top_5,concept-fusion,replica,office4,0.29441684800917634,0.0030610442870317714,0.08520566449936959,0.1768476079113952,0.43800543468307596,0.002463400609958473
top_5,concept-fusion,replica,room0,0.3115777450392499,0.022661667857761966,0.09046311815290244,0.20527847996331974,0.35435749656956517,0.015661492417331557
top_5,concept-fusion,replica,room1,0.42865883692419676,0.007714990501709678,0.13124550975187596,0.14604622805479195,0.2847207400255337,0.0016136947419214604
top_5,concept-fusion,replica,room2,0.43017275631796015,0.0038720403897023895,0.06011813792962905,0.1397386919986404,0.3586118272368389,0.007486546127182818
top_5,concept-fusion,scannetpp,0a76e06478,0.33481838946981224,0.04429528668576478,0.04196169732676996,0.12383484965542096,0.43256155448239975,0.022528222379022682
top_5,concept-fusion,scannetpp,0a7cc12c0e,0.2705366612196956,0.0193173257141579,0.029878557022134915,0.11299204130211471,0.5371881940542058,0.030087220687445296
top_5,concept-fusion,scannetpp,1f7cbbdde1,0.31692737194832904,0.006524410340177254,0.04300198707334151,0.10231262772030647,0.4819017540324884,0.04933184888491797
top_5,concept-fusion,scannetpp,49a82360aa,0.2162115314639097,0.012303322260620413,0.04088696045479859,0.07026274547047667,0.6422796288114208,0.01805581153830558
top_5,concept-fusion,scannetpp,4c5c60fa76,0.2579143420459818,0.012341418614463659,0.02302951563653,0.051082150259048935,0.6274628278520769,0.02816974559133907
top_5,concept-fusion,scannetpp,8a35ef3cfe,0.2966028146244204,0.003094808181621099,0.015976814487724016,0.02592257843585342,0.5923715117406463,0.06603147252991111
top_5,concept-fusion,scannetpp,c0f5742640,0.20635854722154834,0.013590110484219481,0.04250461916077465,0.09283670442235355,0.5620429598357093,0.08266705887566528
top_5,concept-fusion,scannetpp,fd361ab85f,0.4154481481500963,0.0028423288355822088,0.025522592940249354,0.06865600273444267,0.441608644759733,0.045922282579853826
top_5,concept-graphs,hm3d,00824,0.26486930287011556,0.026750184097406617,0.018364701233484965,0.1199212245443907,0.47184455490401167,0.0982500323508511
top_5,concept-graphs,hm3d,00829,0.20727005988246558,0.04866656101799162,0.06111885204598303,0.14601993937091545,0.4343425957381111,0.10258199194484707
top_5,concept-graphs,hm3d,00843,0.16266016144638423,0.00755071633237865,0.010191869261300819,0.07824508898470782,0.6289502599734164,0.11240190400083347
top_5,concept-graphs,hm3d,00847,0.3376448517922105,0.000463714351959193,0.020100423397008862,0.11464362546142261,0.43280796990660136,0.09433941509086431
top_5,concept-graphs,hm3d,00873,0.2693953611925931,0.036050711956419214,0.022611720418237433,0.14973004683296742,0.4762273853856397,0.045984774215222464
top_5,concept-graphs,hm3d,00877,0.35209483824732724,0.020216048788429555,0.027233354545279982,0.09015125211597444,0.44202332889012313,0.06828117741316062
top_5,concept-graphs,hm3d,00890,0.2651635542729322,0.013235707125884295,0.06748983688763152,0.1424678556772955,0.4419018683526246,0.06974117768372066
top_5,concept-graphs,replica,office0,0.3139484575207968,0.022969301820157294,0.13932338327122035,0.3675294501548515,0.15107205807146432,0.005157349161538449
top_5,concept-graphs,replica,office1,0.17600131845589725,0.029753265602322203,0.2749396867047638,0.12467051570494127,0.3789565152570514,0.01567869827495654
top_5,concept-graphs,replica,office2,0.446088652832437,0.0,0.06742702620054115,0.25974159375520006,0.21743824763089784,0.009304479581062211
top_5,concept-graphs,replica,office3,0.3794895450360409,0.03458973038896328,0.08309787825808747,0.30931685002434867,0.1710330523581855,0.022472943934478788
top_5,concept-graphs,replica,office4,0.32949832625690245,0.026561422020210248,0.07126282576677097,0.1824482897407536,0.34533035375572074,0.04489878245956745
top_5,concept-graphs,replica,room0,0.4768092199648793,0.0,0.06701779428711968,0.2858140889314584,0.1551764075112781,0.015182489305387528
top_5,concept-graphs,replica,room1,0.618010040444661,0.0,0.12805569531511304,0.19180731518870897,0.0600137061820894,0.0021132428693655817
top_5,concept-graphs,replica,room2,0.5268788893314934,0.0020751412616065753,0.03983215823553419,0.17785829430107658,0.23315392799223375,0.02020158887797696
top_5,concept-graphs,scannetpp,0a76e06478,0.21325984825261715,0.05447526946903981,0.05940960026892456,0.08777602270309533,0.458838173446262,0.1262410858595508
top_5,concept-graphs,scannetpp,0a7cc12c0e,0.3166418280576637,0.01848005305843125,0.05607081883844427,0.1574775069419395,0.38455310418055355,0.06677668892297894
top_5,concept-graphs,scannetpp,1f7cbbdde1,0.2724961700128527,0.008231229804311686,0.046310916644215015,0.17780056428720825,0.38404194936084884,0.11111916989029348
top_5,concept-graphs,scannetpp,49a82360aa,0.23767767432709355,0.019831376972919423,0.0761744946564421,0.06542565155205995,0.4699081358019936,0.13098266668939
top_5,concept-graphs,scannetpp,4c5c60fa76,0.2615214145545489,0.008653294665350147,0.03782963481595192,0.07100578874438782,0.5541826565015996,0.06680721071799585
top_5,concept-graphs,scannetpp,8a35ef3cfe,0.25381520004673014,0.006360792492179349,0.014052167450809755,0.06781244680873813,0.5115459610406957,0.14641343216148095
top_5,concept-graphs,scannetpp,c0f5742640,0.2017766673514886,0.039722491397244965,0.09257383012875303,0.13107890542407422,0.34682223838577425,0.18802586731292156
top_5,concept-graphs,scannetpp,fd361ab85f,0.28901876760153317,0.0,0.005756977095975045,0.0645855612857635,0.43430080555174877,0.20633788846442344
top_5,openmask3d,hm3d,00824,0.2865295979153064,0.015377407892830198,0.03557353320448335,0.16471959863612134,0.18288487618608018,0.3149149861651504
top_5,openmask3d,hm3d,00829,0.3972117055613354,0.011507135805469516,0.03331333752860803,0.11804634080367354,0.2030063722554276,0.2369151080448635
top_5,openmask3d,hm3d,00843,0.2566305959416613,0.008000000000000495,0.04309200855427865,0.13088801599619196,0.2530014953442461,0.3083878841636686
top_5,openmask3d,hm3d,00847,0.32221174841359523,0.0,0.023065625967588176,0.12456620868703305,0.2827547992100265,0.24740161772124797
top_5,openmask3d,hm3d,00873,0.3468571434699887,0.001804799110930114,0.006063921374118627,0.15511862297642554,0.20494818891093958,0.28520732415800826
top_5,openmask3d,hm3d,00877,0.35222277099882954,0.0,0.017872146494193084,0.09165976557116134,0.20325191960228114,0.33499339733386485
top_5,openmask3d,hm3d,00890,0.3120600037845242,0.0,0.02031898974573677,0.19260457313897333,0.17243187566094148,0.30258455767000575
top_5,openmask3d,replica,office0,0.3596886879951695,0.027356696549850033,0.00025153105861767277,0.3017110878244832,0.0799883727416344,0.23100362383027154
top_5,openmask3d,replica,office1,0.3640847964872264,0.03837372672989076,0.26076671018972347,0.137120960700713,0.10327193547437534,0.09638187041804494
top_5,openmask3d,replica,office2,0.35415520559004365,0.0,0.035045723205859206,0.39223006161503166,0.17920136984817137,0.03936763974099439
top_5,openmask3d,replica,office3,0.35444185553288055,0.0,0.016083152491937643,0.45666825253493987,0.12264281011175356,0.05016392932857278
top_5,openmask3d,replica,office4,0.5244610595827984,0.0,0.024984253367767956,0.2999165696011712,0.12994691520470134,0.020691202243843132
top_5,openmask3d,replica,room0,0.4997171921752927,0.0,0.042532352492621196,0.3424947802005127,0.007232653707130309,0.10802302142457151
top_5,openmask3d,replica,room1,0.47374999882241875,0.0,0.1961470448904733,0.12769545190683404,0.05997273294287751,0.14243477143738598
top_5,openmask3d,replica,room2,0.523444215742189,0.0,0.0025395313771005576,0.2601423698566911,0.13008241421740246,0.08379146880648485
top_5,openmask3d,scannetpp,0a76e06478,0.2993887127699786,0.02243304501761782,0.033674479334476676,0.2460805912861115,0.19405339040279096,0.20436978118818971
top_5,openmask3d,scannetpp,0a7cc12c0e,0.16782546907089807,0.0,0.029267446031411896,0.42343773552067515,0.22908171044684253,0.15038763893049595
top_5,openmask3d,scannetpp,1f7cbbdde1,0.21985052674379582,0.008208328333133284,0.04768077480242294,0.39892862622670616,0.19101706801485105,0.13431467587914678
top_5,openmask3d,scannetpp,49a82360aa,0.25437268060068924,0.0,0.018735439529217,0.36414963834615277,0.3027308112940053,0.06001143022998296
top_5,openmask3d,scannetpp,4c5c60fa76,0.17546838331146716,0.0,0.03945998565697785,0.20093744659943916,0.43527711284938153,0.1488570715819359
top_5,openmask3d,scannetpp,8a35ef3cfe,0.34691949113920556,0.013989512868749856,0.01855020444777518,0.038724773021907494,0.4453226299697924,0.1364933885547624
top_5,openmask3d,scannetpp,c0f5742640,0.21814320831292416,0.00963274345437686,0.03704809372589109,0.4036134381097353,0.18098302254749404,0.15057949384980104
top_5,openmask3d,scannetpp,fd361ab85f,0.46665630652185863,0.0,0.0002144347582248102,0.25707296482402076,0.21276169445490775,0.06329459944081844
top_5,openmask3d_duplicated,hm3d,00824,0.28637539226715236,0.015345943388005233,0.03479953359020864,0.1644285197556551,0.1838527807478522,0.31519783025108195
top_5,openmask3d_duplicated,hm3d,00829,0.40047658531487623,0.011928883813006032,0.034157261380325044,0.11048631333771171,0.2059446045645087,0.2370063515889796
top_5,openmask3d_duplicated,hm3d,00843,0.25426187133888123,0.008000000000000495,0.043954573428817804,0.12797714485658984,0.25756960619740576,0.30823680417809396
top_5,openmask3d_duplicated,hm3d,00847,0.3231600228453201,0.0,0.02272735488852318,0.12750008574953342,0.279082126457052,0.24753041005900833
top_5,openmask3d_duplicated,hm3d,00873,0.342361769792067,0.001804799110930114,0.0058957778617709355,0.15738212043393798,0.20718388858585113,0.28537164421586697
top_5,openmask3d_duplicated,hm3d,00877,0.3481324301182964,0.0,0.016164157841979467,0.10565143738019864,0.19499154114600117,0.3350604335138787
top_5,openmask3d_duplicated,hm3d,00890,0.29958518786355914,5.169227588167638e-05,0.01777567264409141,0.19161893378483985,0.1882505314659618,0.30271798196579736
top_5,openmask3d_duplicated,replica,office0,0.36662461549382713,0.027356696549850033,0.02456283387563189,0.2624339957935,0.0879994586005364,0.2310223996866853
top_5,openmask3d_duplicated,replica,office1,0.3774562017158445,0.03837372672989076,0.24225553105707032,0.14273443245636167,0.10278046700588203,0.0963996410349223
top_5,openmask3d_duplicated,replica,office2,0.3575256846768707,0.0,0.02711582968326939,0.39767756809456184,0.17797596824115763,0.03970494930424201
top_5,openmask3d_duplicated,replica,office3,0.3588681697171204,0.0,0.016479346734689225,0.45326909418410194,0.12145545855769116,0.04992793080648568
top_5,openmask3d_duplicated,replica,office4,0.4799753737392461,0.0,0.03615168715366901,0.31192619066399646,0.1512348747064412,0.02071187373684158
top_5,openmask3d_duplicated,replica,room0,0.49223105017323265,0.0,0.047606174553782826,0.33696651704429753,0.015044128402992568,0.10815212982582108
top_5,openmask3d_duplicated,replica,room1,0.47000668220033254,6.688963210702341e-05,0.1862664456486674,0.11267132346644562,0.08845119037013556,0.14253746868230185
top_5,openmask3d_duplicated,replica,room2,0.5039256583605389,0.0,0.006283564992476414,0.2975246742021274,0.10843800464876985,0.08382809779597025
top_5,openmask3d_duplicated,scannetpp,0a76e06478,0.3033181595906117,0.014591097883995556,0.03320494731530671,0.24669729510854052,0.19777826217435518,0.20441023792619528
top_5,openmask3d_duplicated,scannetpp,0a7cc12c0e,0.183338342390131,0.0016171417020416417,0.02755237031152856,0.3727526644076761,0.2637922419743239,0.15094723921453218
top_5,openmask3d_duplicated,scannetpp,1f7cbbdde1,0.19675365352852464,0.010316412656506338,0.0477733631721193,0.41854196541400973,0.19224529881045818,0.13436930641845637
top_5,openmask3d_duplicated,scannetpp,49a82360aa,0.25895824736240797,0.0,0.017477140097423922,0.40839180556713434,0.2551318584045351,0.060040948568567634
top_5,openmask3d_duplicated,scannetpp,4c5c60fa76,0.18177559310033406,0.0,0.038605895602546444,0.1901167169030471,0.44015805324993845,0.14934374114335225
top_5,openmask3d_duplicated,scannetpp,8a35ef3cfe,0.3448255511045448,0.00930232558139487,0.025115385248961453,0.048494825214364996,0.4355506335779171,0.13671127927492358
top_5,openmask3d_duplicated,scannetpp,c0f5742640,0.21144709273520715,0.011488689492987475,0.0335642524007296,0.40001805128228685,0.19276777093616465,0.15071414315286713
top_5,openmask3d_duplicated,scannetpp,fd361ab85f,0.4819593266057305,0.0,0.00829254157260385,0.2466787253210375,0.1997726972002945,0.06329670930038858
top_5,openscene,replica,office0,0.00719169253339134,0.03604294865026184,0.02646786198180242,0.28287936292815974,0.5948443581675588,0.05257377573886014
top_5,openscene,replica,office1,0.021406897504253196,0.0,0.06776781356711029,0.5937410715991084,0.27022267440660425,0.04686154292282874
top_5,openscene,replica,office2,0.0011997064375218543,0.0,0.008519743790319416,0.19529189461102667,0.7061777132473068,0.0888109419138393
top_5,openscene,replica,office3,0.0,0.0,0.0599510795702933,0.15646307479463098,0.6606326039543351,0.12295324168083004
top_5,openscene,replica,office4,0.0,0.0,0.04084435434269634,0.606974788653059,0.2807791819080171,0.07140167509652551
top_5,openscene,replica,room0,0.03705853074124897,0.0,0.004187994416007448,0.07112801305406563,0.8145988772369332,0.07302658455184606
top_5,openscene,replica,room1,0.056895012675213345,0.0,0.02687440221547835,0.49243727387676195,0.38337023952109656,0.040423071711477375
top_5,openscene,replica,room2,0.0694292768991781,0.0,0.050445807836632675,0.2961387542917115,0.5104551827353477,0.07353097823709313
